Iteration,DifferenceFromPrevious_ms
420,-0.000147
421,-0.000131
422,-0.00013
423,-0.00013
424,-0.00013
425,-0.00013
426,-0.00013
427,-0.00013
428,-0.00013
429,-0.00013
430,-0.000129
431,-0.000129
432,-0.000128
433,-0.000112
434,-0.000112
435,-0.000112
436,-0.000111
437,-0.000111
438,-0.000111
439,-0.000111
440,-0.000111
441,-0.000111
442,-0.000111
443,-0.000111
444,-0.000111
445,-0.000111
446,-0.000111
447,-9.3e-05
448,-9.3e-05
449,-9.3e-05
450,-9.3e-05
451,-9.3e-05
452,-9.3e-05
453,-9.3e-05
454,-9.3e-05
455,-9.3e-05
456,-9.3e-05
457,-9.3e-05
458,-9.2e-05
459,-9.2e-05
460,-7.5e-05
461,-7.5e-05
462,-7.5e-05
463,-7.4e-05
464,-7.4e-05
465,-7.4e-05
466,-7.4e-05
467,-7.4e-05
468,-7.4e-05
469,-7.4e-05
470,-7.4e-05
471,-7.4e-05
472,-7.3e-05
473,-7.3e-05
474,-7.3e-05
475,-5.6e-05
476,-5.6e-05
477,-5.6e-05
478,-5.6e-05
479,-5.6e-05
480,-5.6e-05
481,-5.6e-05
482,-5.6e-05
483,-5.6e-05
484,-5.6e-05
485,-5.6e-05
486,-5.6e-05
487,-5.6e-05
488,-5.5e-05
489,-5.5e-05
490,-3.8e-05
491,-3.8e-05
492,-3.7e-05
493,-3.7e-05
494,-3.7e-05
495,-3.7e-05
496,-3.7e-05
497,-3.7e-05
498,-3.7e-05
499,-3.7e-05
500,-3.7e-05
501,-3.7e-05
502,-3.7e-05
503,-3.7e-05
504,-3.7e-05
505,-3.7e-05
506,-1.9e-05
507,-1.9e-05
508,-1.9e-05
509,-1.9e-05
510,-1.8e-05
511,-1.8e-05
512,-1.8e-05
513,-1.8e-05
514,-1.8e-05
515,-1.8e-05
516,-1.8e-05
517,-1.8e-05
518,-1.8e-05
519,-1.8e-05
520,-1.8e-05
521,-1.8e-05
522,-1.8e-05
523,-1.8e-05
524,-1e-06
525,-1e-06
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,1e-06
535,1e-06
536,1e-06
537,1e-06
538,1.8e-05
539,1.8e-05
540,1.8e-05
541,1.8e-05
542,1.9e-05
543,1.9e-05
544,1.9e-05
545,1.9e-05
546,1.9e-05
547,1.9e-05
548,1.9e-05
549,1.9e-05
550,1.9e-05
551,1.9e-05
552,1.9e-05
553,1.9e-05
554,1.9e-05
555,2e-05
556,2e-05
557,3.6e-05
558,3.6e-05
559,3.6e-05
560,3.7e-05
561,3.7e-05
562,3.7e-05
563,3.7e-05
564,3.7e-05
565,3.7e-05
566,3.7e-05
567,3.7e-05
568,3.7e-05
569,3.7e-05
570,3.7e-05
571,3.7e-05
572,3.7e-05
573,3.7e-05
574,3.7e-05
575,3.8e-05
576,5.5e-05
577,5.5e-05
578,5.5e-05
579,5.5e-05
580,5.6e-05
581,5.6e-05
582,5.6e-05
583,5.6e-05
584,5.6e-05
585,5.6e-05
586,5.6e-05
587,5.6e-05
588,7.3e-05
589,7.3e-05
590,7.3e-05
591,7.3e-05
592,7.3e-05
593,7.4e-05
594,7.4e-05
595,7.4e-05
596,7.4e-05
597,7.4e-05
598,7.4e-05
599,7.4e-05
600,7.4e-05
601,7.5e-05
602,9.1e-05
603,9.2e-05
604,9.2e-05
605,9.2e-05
606,9.2e-05
607,9.2e-05
608,9.2e-05
609,9.3e-05
610,9.3e-05
611,9.3e-05
612,9.3e-05
613,9.3e-05
614,9.3e-05
615,9.3e-05
616,0.00011
617,0.000111
618,0.000111
619,0.000111
620,0.000111
621,0.000111
622,0.000111
623,0.000111
624,0.000111
625,0.000111
626,0.000112
627,0.000112
628,0.000129
629,0.000129
630,0.000129
631,0.000129
632,0.000129
633,0.000129
634,0.00013
635,0.00013
636,0.00013
637,0.00013
638,0.00013
639,0.00013
640,0.00013
641,0.00013
642,0.000131
643,0.000147
644,0.000147
645,0.000148
646,0.000148
647,0.000148
648,0.000148
649,0.000149
650,0.000149
651,0.000149
652,0.000149
653,0.000149
654,0.000166
655,0.000166
656,0.000166
657,0.000166
658,0.000166
659,0.000166
660,0.000167
661,0.000167
662,0.000167
663,0.000167
664,0.000167
665,0.000167
666,0.000168
667,0.000185
668,0.000185
669,0.000185
670,0.000185
671,0.000185
672,0.000185
673,0.000185
674,0.000185
675,0.000185
676,0.000185
677,0.000185
678,0.000185
679,0.000185
680,0.000185
681,0.000185
682,0.000185
683,0.000186
684,0.000186
685,0.000186
686,0.000203
687,0.000203
688,0.000203
689,0.000203
690,0.000204
691,0.000204
692,0.000204
693,0.000204
694,0.000204
695,0.000204
696,0.000205
697,0.000222
698,0.000222
699,0.000222
700,0.000222
701,0.000222
702,0.000222
703,0.000222
704,0.000222
705,0.000222
706,0.000222
707,0.000223
708,0.000223
709,0.000223
710,0.000223
711,0.000223
712,0.000223
713,0.000223
714,0.000223
715,0.000223
716,0.00024
717,0.00024
718,0.000241
719,0.000241
720,0.000241
721,0.000241
722,0.000241
723,0.000241
724,0.000258
725,0.000258
726,0.000259
727,0.000259
728,0.000259
729,0.000259
730,0.000259
731,0.000259
732,0.000259
733,0.000259
734,0.000259
735,0.000259
736,0.00026
737,0.00026
738,0.00026
739,0.000277
740,0.000277
741,0.000277
742,0.000278
743,0.000278
744,0.000278
745,0.000278
746,0.000278
747,0.000278
748,0.000295
749,0.000296
750,0.000296
751,0.000296
752,0.000296
753,0.000296
754,0.000296
755,0.000296
756,0.000296
757,0.000296
758,0.000297
759,0.000297
760,0.000297
761,0.000297
762,0.000297
763,0.000297
764,0.000297
765,0.000297
766,0.000297
767,0.000297
768,0.000297
769,0.000297
770,0.000297
771,0.000314
772,0.000314
773,0.000315
774,0.000315
775,0.000315
776,0.000315
777,0.000315
778,0.000315
779,0.000315
780,0.000315
781,0.000315
782,0.000315
783,0.000316
784,0.000316
785,0.000332
786,0.000333
787,0.000333
788,0.000333
789,0.000333
790,0.000334
791,0.000334
792,0.000334
793,0.000351
794,0.000351
795,0.000351
796,0.000352
797,0.000352
798,0.000352
799,0.000352
800,0.000352
801,0.000352
802,0.000352
803,0.000352
804,0.000353
805,0.000369
806,0.000369
807,0.00037
808,0.00037
809,0.00037
810,0.000371
811,0.000371
812,0.000388
813,0.000389
814,0.000389
815,0.000389
816,0.000389
817,0.000389
818,0.000389
819,0.000389
820,0.000389
821,0.000389
822,0.00039
823,0.000407
824,0.000407
825,0.000407
826,0.000407
827,0.000407
828,0.000407
829,0.000407
830,0.000407
831,0.000408
832,0.000425
833,0.000425
834,0.000425
835,0.000426
836,0.000426
837,0.000426
838,0.000426
839,0.000427
840,0.000427
841,0.000444
842,0.000444
843,0.000444
844,0.000444
845,0.000444
846,0.000444
847,0.000444
848,0.000445
849,0.000445
850,0.000445
851,0.000445
852,0.000462
853,0.000462
854,0.000462
855,0.000462
856,0.000462
857,0.000462
858,0.000463
859,0.000463
860,0.000463
861,0.000463
862,0.000463
863,0.000464
864,0.000481
865,0.000481
866,0.000482
867,0.000482
868,0.000482
869,0.000482
870,0.000482
871,0.000482
872,0.000499
873,0.000499
874,0.0005
875,0.0005
876,0.0005
877,0.0005
878,0.0005
879,0.0005
880,0.0005
881,0.000501
882,0.000518
883,0.000518
884,0.000518
885,0.000519
886,0.000519
887,0.000519
888,0.000519
889,0.000536
890,0.000536
891,0.000537
892,0.000537
893,0.000537
894,0.000537
895,0.000555
896,0.000555
897,0.000555
898,0.000555
899,0.000555
900,0.000556
901,0.000556
902,0.000556
903,0.000556
904,0.000556
905,0.000556
906,0.000574
907,0.000574
908,0.000575
909,0.000592
910,0.000593
911,0.000593
912,0.000593
913,0.000611
914,0.000611
915,0.000612
916,0.000629
917,0.000629
918,0.000629
919,0.00063
920,0.00063
921,0.000647
922,0.000648
923,0.000648
924,0.000648
925,0.000649
926,0.000667
927,0.000667
928,0.000684
929,0.000685
930,0.000685
931,0.000685
932,0.000685
933,0.000686
934,0.000703
935,0.000703
936,0.000703
937,0.000704
938,0.000704
939,0.000704
940,0.000705
941,0.000722
942,0.000722
943,0.000722
944,0.000723
945,0.00074
946,0.00074
947,0.000741
948,0.000759
949,0.000759
950,0.00076
951,0.000778
952,0.000778
953,0.000778
954,0.000795
955,0.000796
956,0.000796
957,0.000797
958,0.000834
959,0.000851
960,0.000851
961,0.000852
962,0.000853
963,0.00087
964,0.000907
965,0.000907
966,0.000982
967,0.001037
968,0.001055
969,0.001056
970,0.001148
971,0.001166
972,0.013686
973,0.014648
974,0.015741
975,0.016574
976,0.026666
977,0.026721
978,0.028667
979,0.031296
980,0.041038
981,0.04226
982,0.044814
983,0.046611
984,0.047092
985,0.049018
986,0.049574
987,0.054056
988,0.055519
989,0.058907
990,0.061111
991,0.061223
992,0.062871
993,0.063796
994,0.065334
995,0.07324
996,0.082388
997,0.087611
998,0.091962
999,0.098352
1000,0.33535
